id,title,author,intro,tags,genre,series_count,view_count,recommend_count,link
6090,선독점 시스템창으로 옥타곤 최강자,신준,"UFC 최고의 올라운더 파이터를 꿈꿨지만, 원인불명의 허리통증과 함께 은퇴를 하게 된 김두식.
그러던 어느날 그의 눈앞에 시스템 창이 나타난다.

[스킬 각성 – 능력 구매자 : 코인으로 상대방의 능력을 구매할 수 있습니다.]",,"스포츠, 현대판타지",202 회,"815,135","16,278",https://novel.munpia.com/170057
6091,선독점 신이 내린 방송천재,JHK서랍,"인터넷 개인 방송 붐이 일기 시작한 6년 전으로 회귀했다.
오직 나만이, 인터넷 방송으로 뜨는 법을 알고 있다.

BloodTrail ^^d

(본 작품은 픽션이며 등장하는 인물, 단체, 기업 등은 실존하는 것과 일체 관계가 없습니다.)",,"현대판타지, 판타지",221 회,"2,210,398","55,435",https://novel.munpia.com/160840
6092,게임 같은 무인도 생존기,호프파트,"배를 타고 가다가 갑작스러운 사고로

처음 보는 세상의 무인도로 끌려간 주인공

그런데 그 곳에서 많은 인연과 판타지적인 동물들을 만나는데...

그들의 각각 다른 매력을 가지고 있었고,

몇몇 동물은 숨겨져 있는 자신의 모습을 갑작스러운 사건을 통해

보여주기도 합니다.

구르고, 또 굴러야 하지만 그 안에서 정을 느끼는 주인공의 모습,

그리고 동물들의 애정과 사랑.

정말로 게임 같은 무인도에서의 생존기 이야기에 당신을 초대합니다.",,"퓨전, 판타지",300 회,"6,253",26,https://novel.munpia.com/173667
6093,환생 카이얀,센투,"불운한 인생을 살며 힘들게 하루하루를 버티던 김기현.

불운하게 사망한다. 이것도한 기구한 운명일까?

정체모를 존재에게 '조율자'란 운명을 부여받고 환생한 곳은 그란디스 대륙!

엘리니스 왕국의 휘슨 레이후드의 아들이자 레이후드 공작가의 공자인 카이얀으로 환생.

운연치 않게 발견한 책을 통해 천마 천지자에게 무공을 사사받고

위기에 처한 그란디스 대륙을 구원한다.",,"판타지, 퓨전",250 회,"22,420",58,https://novel.munpia.com/171373
6094,선독점 최고난이도로 강해져,칼텍스,"성격 더러운 관리자가 난이도를 계속 올린다.
그리고 보상도 점점 좋아진다.",,"현대판타지, 판타지",179 회,"2,499,624","61,612",https://novel.munpia.com/170388
6095,천하제일고수-학교에 가다,마휘,"가난한 형편에 일진들에게 찍혀 괴롭힘을 당하던 고등학생 석현우.
그러던 어느 날 석현우는 일진들에게 심하게 맞다가 어지러움을 느끼면서 정신을 잃고 만다. 그리고 그와 동시에 일어난 우주의 알 수 없는 이상현상…….

우주의 이상현상으로 석현우의 몸에 외계행성의 장군 현우석의 영혼이 빙의한다.
찌질한 고등학생 몸에 장군의 영혼을 가진 현우는 단숨에 일진들을 제압한다.
…그러나 사실상 머나먼 외계에서 온 장군인 현우는 낯선 지구, 그것도 고등학교라는 곳에 다니게 되어 혼란스럽기만 하다.
그런 현우의 사정을 모르는 일진들은 치욕을 안겨준 현우에게 복수하기 위해 위험한 모의를 하는데…?

외계행성의 장군이 찌질이에게 빙의했다!",,"현대판타지, 무협",99 회,"1,801",110,https://novel.munpia.com/202842
6096,선독점 저니맨은 우승청부사,모플링,"손형민, 이건민, 박승호의 활약을 보고 자란 고교 최대어 이유진.

학교 졸업과 동시에 스페인 2부 리그 소속의 코르도바 CF에 입단했다.
에이전트와 구단에 속아 15년 동안 헌신하며 단 한 번만 우승하게 해달라고 신께 빌어 봤지만 들어주시지 않았다.

결국, 은퇴 이후 국가의 부름에 군대로 가게 된 유진은 작은 기적을 맞이하는데…….

“내가 유럽 4대 리그 우승하고 만다. 슈발.”

유진은 저니맨이 되기로 했다.",,"스포츠, 현대판타지",200 회,"886,865","17,376",https://novel.munpia.com/170923
6097,선독점 재벌가 망나니입니다만?,초촌,"술마시다 교통사고 당하고
요절하여 몸 뺏기고 그런 건 이제 그만.

이번엔 망나니가 직접 돌아간다.
1988년으로.",,현대판타지,251 회,"2,064,867","43,256",https://novel.munpia.com/167461
6098,선독점 회귀자의 소소한 꿀팁방송,김author,"소소한, 그러나 결코 소소하지 않은.",,"현대판타지, 퓨전",193 회,"3,941,078","111,661",https://novel.munpia.com/158511
6099,선독점 손만 대면 무공 흡수,김한™,"천애 고아 소붕에게 어느날 기이한 능력이 생긴다.
손만 대면 무공을 흡수할 수 있다고?
그런데 그게 기연의 끝이 아니다!",,"무협, 판타지",151 회,"1,020,849","21,996",https://novel.munpia.com/180841
6100,"선독점 투수, 미치다",조가치,"난 야구를 안다고 자부했다.
경기가 어떻게 돌아가는지, 감독이 지금 무슨 작전을 구사하려는지 대뜸 간파했다.
그러나 어느날, 난 내가 아는 야구가 아주 초라하다는 걸 알아차렸다.
야구장에는 아직까지 내가 한번도 보지 못하고 경험할 수 없었던 엄청난 플레이들이 흘러다니고 있었다.",,"현대판타지, 스포츠",234 회,"1,248,261","27,289",https://novel.munpia.com/171657
6101,선독점 양자 노트북으로 초대박 인생!,얕은,"믿을 수 없는 물건에 내 손 안에 들어왔다.
세상을 뒤엎는 노트북.
내 인생까지 뒤엎었다.
인 생 역 전",,"판타지, 현대판타지",152 회,"1,485,963","34,052",https://novel.munpia.com/157240
6102,선독점 중국 재벌,팬텀에릭,"중국은 넓고 할 일은 많다!
중국 개혁 개방 40년의 여정을 추적한다.
그리고 다가오는 중국의 시대는 어떻게 될 것인가?
시진핑의 독재는 성공할 것인가?
홍콩의 민주화는 중국 남부 혁명으로 폭발할 것인가?
강기중의 흥미진진한 중국 재벌 스토리에 여러분을 초대합니다!",,"현대판타지, 대체역사",230 회,"1,451,320","34,803",https://novel.munpia.com/164857
6103,페르소나 투 마치,덤험,"나는 누구였습니다? 나는 누구입니까? 나는 누가 됩니까?
""연기를 하렴. 진정한 너를 찾기 위해서.""
""연기를 하렴. 텅 빈 너를 채우기 위해서.""
""연기를 하렴. 너의 이름을 기억에 남기기 위해서.""
모든 것을 잃은 아이와 가면들의 여행이야기. 페르소나 투 마치.",,"판타지, 현대판타지",230 회,"4,418",125,https://novel.munpia.com/202383
6104,선독점 통각수치 100％로 이계 최강,째개,"게임인 줄 알았는데, 외행성 개척 용 훈련 프로그램이었다고?
그럼 한 번도 죽은 적 없는 내가 제일 유리한 것 아냐?
게다가 나는 고통에도 익숙하다고!",,"현대판타지, 퓨전",176 회,"985,694","20,522",https://novel.munpia.com/173921
6105,선독점 고려로 세계를 씹어먹다,태양진,"평범한 직장인인 류해상은 '칭기즈칸 최신판' 발매되자마자 게임 CD를 바로 구매한다. 직장에 휴가를 내고 바로 칭기즈칸 게임을 시작한 그는 며칠 동안 게임 폐인처럼 생활한다.
휴가 마지막 날, 류해상은 색다른 게임을 하기 위해 칭기즈칸 에디터를 다운받아 능력치를 바꾸는데…
태양진 이전 작품
2017년 - 대출산시대의 생존16권 완결
2019년 - 내 부하들은 천하제일기재 10권 완결",,"대체역사, 게임",226 회,"969,830","18,981",https://novel.munpia.com/106527
6106,선독점 주인공이 자꾸자꾸 부활함,글포터,"나는 죽었다.

[부활 횟수가 1회 소모됩니다.]
[남은 부활 횟수 : 98]

...근데 왜 자꾸 되살아나는거냐?","판타지,현대판타지,사이다,부활","판타지, 퓨전",200 회,"1,298,446","28,586",https://novel.munpia.com/171190
6107,선독점 축구를 너무 잘함,산천(山川),"맨체스터의 언성 히어로(Unsung Hero), 강산.
그의 중요성을 간과한 감독은 구단 개편을 위해 강산을 방출하기로 결정을 내리는데………….

노쇠한 베테랑 선수.
그가 과거의 신체 능력을 되찾아 화려하게 복귀한다.",,"스포츠, 현대판타지",616 회,"9,932,731","275,785",https://novel.munpia.com/106294
6108,선독점 내 눈에 탑스타,엔다크,"회귀 후 내 눈에 이상한 것이 보이기 시작했다.

연예인들의 스타성이 보인다.",,현대판타지,186 회,"1,146,450","28,247",https://novel.munpia.com/166928
6109,선독점 탑 코더,SOKIN,나는 0과 1로 이루어진 세상을 볼 수 있다.,,"현대판타지, 판타지",313 회,"5,347,233","137,452",https://novel.munpia.com/150573
6110,"선독점 고인물, 망나니로 살아남기",사는게죄,"'킹메이커'의 고인물.
게임 속 상단에 은둔하고 있는 최악의 왕자가 되었다.",,"판타지, 퓨전",202 회,"956,790","27,831",https://novel.munpia.com/175128
6111,"선독점 역대급 천재작가, 전설이 되다!",라모,"출판사 편집자 생활 12년 차.
잘나가는 작가님이 잠수를 타셨다.
뭐 어쩌겠나? 잡으러 가야지.
그렇게 우리 둘은 회귀해버렸다.
잠깐만? ...전개가 이상하잖아!!!

[회귀] [작가] [성장] [일상] [고양이?] [개그?]",,현대판타지,201 회,"1,207,601","30,820",https://novel.munpia.com/170415
6112,탑 아이돌 락커를 꿈꾸다,시월삼일,"천재적인 음악적 재능을 가진 서민혁.
그는 그의 절친 우현과 함께 세계적인 락 밴드의 결성을 꿈꾼다.
동료를 모으고 작곡을 하며 노력하지만
조금씩 꿈을 이루기 위한 노력에도 락에 대한 현실은 차디차기만 했다.
결국 누구나 알아주는 락 밴드를 만들기 위해
민혁은 잠시 친구들의 곁을 떠날 결심을 굳힌다.
대국민 오디션을 통해 인지도를 쌓고
자신의 유명세를 이용하기 위해 결국 아이돌로 데뷔하는데…….

세계적인 락 밴드 결성이라는 꿈을 이루기 위한 민혁과 친구들의 이야기
지금 시작합니다!",,"현대판타지, 드라마",252 회,"7,536",13,https://novel.munpia.com/201577
6113,선독점 똥볼 투수의 귀환,까밤,"은퇴한 삼류 투수 손강민.
전성기 시절의 과거로 돌아가 야구 인생을 다시 쓴다!

""근데... 몸은 안 돌아왔네...?""",,"스포츠, 현대판타지",127 회,"673,275","15,892",https://novel.munpia.com/176887
6114,선독점 던전 탈출이 너무 힘들다,핫식스,"“살려줘 제발….”

언제부터였는지는 모른다.
눈을 떴을 땐 그저 어둠뿐이었다.

[당신의 도전이 306일째 방송되고 있습니다.]

어…….
아무래도 BJ가 된 것 같다.",,"현대판타지, 퓨전",221 회,"3,614,341","118,747",https://novel.munpia.com/163122
6115,선독점 신들린 현자의 던전사건록,모난정,"""오직 내 눈에만 보인다. 네가 뭘 숨기고 있고, 뭘 두려워 하는지.""

온 우주의 유일무이한 신을 정하는 초월자들의 게임.
우연찮게 던전으로 들어간 강록희는 유일한 인간 참가자가 된다.","현대판타지,던전,레이드,천재,경찰,마법사,헌터,먼치킨,성좌,범죄","현대판타지, 퓨전",331 회,"2,839,485","71,116",https://novel.munpia.com/119672
6116,선독점 수강신청으로 세계최강,검은먹,"남들이 가진 능력을 갈고 닦을 때.

[해당 능력을 수강하시겠습니까?]

나는 능력을 배운다.",,"현대판타지, 판타지",176 회,"854,879","21,709",https://novel.munpia.com/174922
6117,선독점 新 대한제국실록,염왕,"2004년 출간되었던 신국사의 2부작.

1851년의 유신으로부터 3년 뒤, 54년의 격동의 조선.
내부의 혼란이 그치고 난 다음, 그 창끝은 어디로 향할 것인가.",,"대체역사, 전쟁·밀리터리",328 회,"4,077,563","95,950",https://novel.munpia.com/21652
6118,선독점 재능 최강 프로게이머,크라운.,"방송 울렁증 때문에 가진 재능을 보이지 못한 채 은퇴의 기로에 서게 된 최명근.
그에게 다시 한 번 기회가 주어지는데.",,"게임, 스포츠",251 회,"1,434,273","28,441",https://novel.munpia.com/164192
6119,선독점 [개정판] 마신(魔神),김강현,"이 작품은 오타 및 비문 등을 수정한 개정판입니다.
이용에 참고하시기 바랍니다. 감사합니다.

천기자에 의해 동굴에 갇혔다가 지옥 같은 세상으로 떨어진 단형우, 그가 다시 원래 세상으로 돌아왔을 때는 10년의 시간이 지난 후였다.
우연히 인연을 맺은 표국으로 가서 쟁자수 일을 시작하는데…","무협,칼잡이,먼치킨",무협,200 회,"517,533","8,758",https://novel.munpia.com/198606
6120,선독점 환생표사,신갈나무,내 꿈은 표사가 되어 멋진 말을 타고 표물을 호송하는 것이었다. 그러나 절름발이에 변변한 무공조차 익히지 못했던 나는 평생 허드렛일이나 하는 쟁자수로 살았다. 어느 날 표행 중에 만난 산적들에게 쌍욕을 시전하며 저항하다가 뒈지기 전까지는….,무협,무협,282 회,"11,833,249","401,169",https://novel.munpia.com/127076
6121,선독점 학자인데 너무 강함,분재나무,"최초의 가상현실 게임 '아르헨'
게임 공략가인 강주현이 베타 테스터로 선정됐지만, 그는 거절했다.
거절했음에도, 강제적으로 게임 속으로 들어가 수십 만 명과 함께 게임 세계의 플레이어가 된다.

'조용히 즐길 거리만 즐기자.'

그 생각으로 주현은 아무도 고르지 않는 학자 직업을 택했다.
그런데 이 학자 생각보다 강하다?",,"퓨전, 게임",202 회,"945,960","20,984",https://novel.munpia.com/160652
6122,선독점 내 행운은 만렙이다.,[동주],"이미 클리어한 게임 속에 갇혔다.
그런데
이 [운빨좆망겜]에서 내 행운은 만렙이다.

[운빨 * 관종 * 고인물]",,"현대판타지, 퓨전",200 회,"3,381,787","103,659",https://novel.munpia.com/131915
6123,"선독점 무신, 오빠로서 책임을 다하다",신입초짜,"기연을 얻어 신을 뛰어넘는 힘을 얻어버린 무신, 유혁성.
귀환 후 10여년만에 여동생을 재회하게 되는데...
""전에 지은 죄, 오늘부터 배로 갚아주마.""
여동생을 끔찍이도 아끼는 무신의 현대 귀환기.",,현대판타지,145 회,"279,192","3,227",https://novel.munpia.com/165439
6124,선독점 특성강탈자,톰톰,"인류의 마지막 희망인 7명의 초인집단 '타이탄'.
그들을 위해 모든 것을 바친 강준은 이용만 당한 채 버려지고 말았다.
그런 강준에게 찾아온 기적, 10년 전으로의 회귀.
그리고 새롭게 얻은 특성, '가면술사'.
최강의 특성을 얻은 강준은 오직 복수를 목표로 달리기 시작한다…!",,"판타지, 현대판타지",200 회,"1,262,580","25,725",https://novel.munpia.com/173462
6125,선독점 건물로 인생역전!,알랜더,"""할머니께서 유산으로 건물을 남기셨습니다.""

나에게도 드디어 기회가 왔다.
이제 건물로 인생역전이다!

[현판][승승장구][이능력]",,"현대판타지, 판타지",132 회,"611,346","12,423",https://novel.munpia.com/179243
6126,선독점 노비에서 황제까지:천장지구(天長地久),거북아빠,"신창무적(神槍無敵) 장일. 그의 손에 창이 들리면 천하에 당적할 자가 없다.

가장 낮은 곳에서 시작해서 당대무적의 장수가 되었으며, 반역(反逆) 오명을 벗어 던지고 마침내 제국의 명운(命運)을 손에 쥐었다. 그 천하에서 가장 강하고 무서웠던 사내와 그가 사랑했던 당대의 미인의 운명적인 만남속에 역사(歷史)는 강물처럼 흐르고......
의(義)와 협(俠)이 공기처럼 숨쉬어 지는 전쟁과 무협의 대서사시(大敍事詩).",,무협,172 회,"947,204","30,313",https://novel.munpia.com/6496
6127,어쩌다 보니 대마법사,본학,"시원하게 사직서를 내던진 현수.
우연히 본 홈쇼핑에서 가상현실 게임
에스트로이드의 여행 상품을 구매하게 되는데…
[플레이어 최초, 전설의 몬스터를 발견했습니다.]
예정에 없던 몬스터의 출현으로 위기를 맞이했으나 전화위복으로 히든 클래스를 얻게 된다.
“이 게임 안 한다니까? 이거 완전 양아치 아니야.”
[캐릭터명이 양아치로 결정되었습니다.]

어쩌다 보니 대마법사가 된 양아치의 모험이 시작된다!",,"게임, 판타지",226 회,"25,496",117,https://novel.munpia.com/182132
6128,선독점 극한의 컨셉충,운좋은놈,"""본좌는 천마다.""
극한의 컨셉충이 나타났다.
[먼치킨] [게임방송]",,"현대판타지, 게임",141 회,"2,504,266","69,737",https://novel.munpia.com/175460
6129,선독점 풍운천추(개정판),금강,"난세는 영웅을 부른다.
하지만 난세를 만드는 것은 영웅이 아니라 효웅이다.
천하제일이 되고자 보낸 그 오랜 세월의 집념!
하늘조차 그 무서운 집념의 세월에 전율한다. 그러나 하늘의 안배를 누가 짐작할 수 있을까.
려산의 구름 속에서는 천년의 안배가 영웅을 기다리니...

무협의 추리화를 선언했던 최초의 작품",,무협,80 회,"96,314","1,455",https://novel.munpia.com/185735
6130,선독점 대한민국 천재,글쓰는레옹,"대한민국 천재
회귀한 화학천재
#과학#투자#회귀#즐거운 인생#","주식,과학자,투자가",현대판타지,169 회,"1,691,037","39,408",https://novel.munpia.com/181078
6131,선독점 미션깨고 석유왕,손장금,"국내 정유사에서 신입사원으로 시작한 주인공 백도니!
우연한 기회에 능력자로 업그레이드 되며 갖은 미션을 클리어하며 국제 석유시장의 강자로 성장하게 되는데!",,"퓨전, 현대판타지",167 회,"341,231","7,359",https://novel.munpia.com/169805
6132,"선독점 1918, 경성재벌이 되다",공대(公臺),"1918년부터 2차 세계대전 발발까지… 경성 상계(商界)를 장악한 석진, 그는 일제로부터 해방된 한국을 재편된 동아시아의 중심에 올려놓는다!

제당 공장, 방직사업, 은행, 미두장, 부동산까지……
‘경성 바닥의 돈은 내가 다 쓸어 담는다! 이왕이면 친일파도 같이 쓸어 담자고!’",,"대체역사, 판타지",201 회,"584,180","12,598",https://novel.munpia.com/171633
6133,선독점 노가다로 게임지존,스노우베어,"친구의 배신으로 작업장에서 노예나 다름 없는 삶을 살아온 김민혁.
그가 과거로 돌아오게 된다.

'이제, 제대로 된 삶을 살거야.'

작업장 생활로 게임 내의 온갖 꼼수를 알고 있는 김민혁. 그가 다시 '루나틱'으로 향한다.",,"게임, 퓨전",592 회,"4,300,754","102,313",https://novel.munpia.com/108397
6134,선독점 귀환했더니 최강 힐러,흙색,"이계에서 최하급 성직자로 구르길 7년.

‘다음 생이란 게 있다면… 부디 대우받는 귀족으로 살고 싶다.’

죽음 이후 현세로 귀환했더니 최강의 힐러가 되어있었다.",,"현대판타지, 판타지",176 회,"1,900,819","43,515",https://novel.munpia.com/168935
6135,선독점 스킬로 이세계 탑셰프,소설마표,"꿈에서 절벽위에서 떨어졌다.
23살에 드디어 제 3차 성장이 오는구나.
설렌 마음으로 일어나 보니.
이세계 뒷골목이었다.

살려줘....",,"퓨전, 판타지",207 회,"518,345","11,024",https://novel.munpia.com/166527
6136,선독점 필드의 괴물 러닝백,밀렵,"극단적으로 허약한 피지컬과 유리몸.
그러나 축구 센스와 지능만으로 정상급에 올랐던 비운의 축구천재.
그에게 NFL(미식축구리그) 정상급 러닝백의 피지컬과 운동신경이 주어진다면?","현대판타지,스포츠,천재,축구,운동선수","스포츠, 현대판타지",258 회,"3,236,910","81,355",https://novel.munpia.com/160533
6137,선독점 삼국지 제국의 변란,장빈,"아수라(阿修羅)의 부름을 받고 변란(卞蘭)으로 환생하다.
천하(天下)를 일통(一統)하고 아수라를 구원(救援)하라.",,"대체역사, 판타지",257 회,"105,075","1,811",https://novel.munpia.com/157751
6138,마법으로 sss급 빌런 라이프!,SLV,"진짜 마법서를 주웠고, 그것으로 전설적인 빌런이 되었다.",,"현대판타지, 퓨전",183 회,"269,532","4,369",https://novel.munpia.com/162296
6139,선독점 나 혼자 대리사냥!,하아얀날개,"대리라고는 대리운전 밖에 몰랐었다.
상상도 못했다.
자신의 삶이 대리라는 단어와 깊은 연관이 생길 거라고.
[대리 받아라!] – 랭크: SSS.
사냥도, 성장도 알아서 해주는 권능을 손에 넣었다.",,"현대판타지, 퓨전",150 회,"1,295,771","29,043",https://novel.munpia.com/159781
6140,선독점 망나니 불사신의 골목식당,빌론,"식당이나 하면서 평화롭게 살고 싶었는데.

[식당] [각성자] [망나니] [불사신] [던전]",,"현대판타지, 판타지",176 회,"218,665","3,130",https://novel.munpia.com/169089
6141,선독점 내가 마인이 된 이유,무정호,"마인(魔人)은 나라를 혼란케 하고, 천하만민을 고통스럽게 한다고 했다.
그리고, 협의지사(俠義志士)의 끓어 오르는 의혈은 정의를 위해 흘린다고 했다.

그런데, 내가 겪어보니, 그게 아니었다.

그래서 나는 고민 끝에 마인(魔人)이 되기로 했다.

#느린진행, #수당교체기, #9대문파없음,#이능력없음, #상점창없음

전작 : 롬대륙견문록 12권완, 오픈마켓으로 성공하라 8권완, 국민아이돌 - 프로듀스99 11권완",,"무협, 판타지",200 회,"347,913","11,160",https://novel.munpia.com/152215
6142,선독점 환생 부교주,부교주.,"천마신교 부교주 장천

정파의 천라지망에 갇히고 마는데...

[환생] [회귀] [무협] [복수]",,무협,221 회,"1,010,462","18,929",https://novel.munpia.com/159409
6143,선독점 마존의 던전사냥,강현우,"강호세계에 불시착해 70년을 구르며, 혈교의 교주인 혈마가 되어, 마교의 천마를 죽이고 혈천마존으로 불리게 된 진성.
의도적인 죽음을 맞이하는데 눈 떠보니 70년 전 한국이네?
혈마, 혈천마존, 줄여서 마존의 던전 사냥은 그렇게 시작이 되고.",,"현대판타지, 퓨전",90 회,"951,272","17,360",https://novel.munpia.com/116809
6144,선독점 BJ는 종말에 적응했다,왕모찌,"종말에 적응했다.
[인방물][아포칼립스][겜판]","퓨전,게임시스템,방송,BJ,포스트아포칼립스","게임, 판타지",224 회,"4,553,581","164,890",https://novel.munpia.com/159944
6145,선독점 일일전생 일일현생,안형찬,"도사로부터 받은 한 장의 부적은 내 삶을 괴이하게 뒤틀어버렸다.
자정(子正 :밤 12시)을 시점으로, 전생과 현생을 하루씩 번갈아 살아가게 된 것이다.
.....기연(奇緣)이었다.

전작이던, 죽지 않는 자에서 모티브를 가져왔습니다.
전생과 현생을 구분을 쉽게 하기 위해 ++++++(전생) 혹은 +++++++++(현생)으로 구분했습니다.",,"무협, 퓨전",248 회,"1,619,943","44,311",https://novel.munpia.com/162835
6146,선독점 SSS급 특성으로 촌장에서 황제까지,Primus,"[내정의 신
- 내정에 관한한 이 사람을 따라갈 자는 존재하지 않는다.
= 모든 생산 건물 생산량 100% 증가.
= 모든 생산 건물 생산 시간 50% 감소.
= 치안 상승률 100% 증가, 치안 하락률 50% 감소.
= 모든 전투 스킬 사용 불가, 모든 전투 아이템 착용 불가.]

""자원 쌓아서 다 팔면 돈이 얼마냐.""

내정의 신.
압도적인 물량으로 적을 찍어 누르며, 건물주 백수가 되기 위한 한 꿈 많은 청년의 돈(게임)x랄이 시작된다.",,"게임, 퓨전",263 회,"847,613","22,819",https://novel.munpia.com/165351
6147,선독점 천마는 조용히 살고싶다,김강현,새로 얻은 삶을 조용하고 평화롭게 살고 싶은 천마의 이야기.,"무협,천마,환생",무협,350 회,"8,483,529","249,645",https://novel.munpia.com/153142
6148,선독점 음악재능 다 내꺼,공기재단사,음악 재능을 흡수해서 꿀 빨자,,"퓨전, 현대판타지",210 회,"963,524","19,644",https://novel.munpia.com/170328
6149,선독점 현대무기로 이계 최강,모일조,"난데없이 끌려간 이세계에서 8년 동안 돌멩이처럼 구른 끝에 죽었다.

그리고 눈을 뜬 곳은 이세계 진입 3개월 전의 지구였다.

총 어디 있냐.",,"퓨전, 현대판타지",212 회,"2,042,543","50,664",https://novel.munpia.com/166298
6150,선독점 시스템이 만든 괴물 투수,makhyun,"이제 착하게 야구하지 않겠다.
데드볼을 던지고 글러브 좀 내리꽂아도
야구만 잘하면 되는 것 아니겠어?

[야구] [먼치킨] [시스템] [메이저리그]",,"스포츠, 현대판타지",153 회,"1,321,900","24,388",https://novel.munpia.com/175033
6151,선독점 역대급 후원으로 세계최강,파스테츄,"피곤에 절어 버스를 타고 퇴근하는길.
메시지창이 뜨고 몬스터가 나타났다.
그리고 그날 나는 백섭맨으로 각성했다.

[상태창][레이드][미션]
개그향 0.12%첨가",,"판타지, 현대판타지",202 회,"666,120","12,729",https://novel.munpia.com/165798
6152,회귀로 게임 정점,은촛대,"몸 담았던 길드에게 배신당한 진우.
회귀 후, 혼자서 다 해먹을 방법을 찾다.

근데, 직업이 좀 이상하다? 가능한 거 맞아?",,"판타지, 퓨전",200 회,"51,843",976,https://novel.munpia.com/160212
6153,나만 플레이어로 소환되지 않았다,김도약,"영존세계수의 세상, 벨레나스.
이 세계에서의 첫 순간은 죽은 성녀의 시체를 앞에 두고서였다.
용사의 동료이자 대륙의 영웅으로 추앙받는 남자의 몸에서 눈을 떴지만,
내가 가장 먼저 해야 했던 것은 성녀 시해의 누명을 쓰고 용사로부터 도망치는 것이었다.

세계수의 의지로 생존을 요구받는 게임의 희생양이 되어 버린 남자, 박건.
이 세계에서 벗어나기 위해서는 누구도 막을 수 없는 존재가 되어야 한다.
그를 가로막는 것이 용사라 해도.",,"판타지, 현대판타지",404 회,"8,225",427,https://novel.munpia.com/171939
6154,선독점 신이 축복한 남자,정한담,"그 누구에게도 주목받지 못하는 단역배우의 삶을 살아가는 연정우, 영화 촬영 중 사고를 당한 여배우를 구하다 죽게 된다. 그런데 염라대왕 말씀이 아직 죽을 때가 아니라네.
인생 잘 살았다는 보상으로 신의 축복을 받고 다시 살아난다.
이제부터는 연기면 연기, 노래면 노래, 액션이면 액션 그 어느 것도 거칠 것이 없다.
신의 축복을 받은 배우와 그의 꼴통 매니저가 함께 만들어 가는 연예계 정벌기, 함께 따라가 볼까요?",,"현대판타지, 판타지",275 회,"984,787","24,699",https://novel.munpia.com/160802
6155,선독점 악마는 클래식을 듣는다,제이르르,나의 연주는 환상을 보여준다.,,"현대판타지, 드라마",226 회,"798,088","17,793",https://novel.munpia.com/160307
6156,선독점 삼국지 소쌍전,대추토마토,"#중산국(中山國) 출신 상인 소쌍(蘇雙) #184년
#싸이코패스 #무쌍 #정사기반#통일멸시

연재시간은 20시 25분입니다.",,"대체역사, 퓨전",238 회,"703,934","18,824",https://novel.munpia.com/150087
6157,선독점 회귀자가 다 뺏어먹음,마교졸개,"마음의 빚만큼 디버프를 걸 수 있는 고유스킬 '채권자'

[채무관계 조건을 만족합니다.]
[채무관계 ‘세계’ 강제집행에 들어갑니다. 채무 시점으로 회귀 후 능력 확장.]

회귀하고 나서는 스킬도 뺏고 스탯도 뺏는다!

막장헌터 강유식의 다시 시작하는 생도 생활!",,"현대판타지, 판타지",301 회,"4,193,414","131,371",https://novel.munpia.com/144915
6158,"선독점 싱글 플레이어, 멀티에서 TOP먹다",노마(駑馬),"싱글 플레이만 25년차, 이세준.

""이 퀘스트 옛날에 다 깼는데?""

혼자만 하던 싱글 게임이, 20억 플레이어의 가상현실로 나타났다.",,"게임, 현대판타지",220 회,"1,296,606","29,672",https://novel.munpia.com/145535
6159,선독점 억만장자 배우님,소수림,두 번째 인생이 수상하다.,,현대판타지,204 회,"865,500","18,402",https://novel.munpia.com/159146
6160,선독점 철종,강동호,"대학 시간강사 4년 차 박태수.
전임 교수 임명에서 제외됐다는 말을 들은 날,
길고양이를 구하려다 덤프트럭에 치이는데...

눈떠 보니 내가 철종이라고?

[성공시대], [효종], [대망]
대체역사물의 대표 작가 강동호의 신작!",,대체역사,253 회,"2,124,638","51,415",https://novel.munpia.com/163371
6161,회귀자의 요리비책,수리부엉이™,"일상을 바쳐 언 리얼 월드 랭킹 1위를 유지하던 이창.
어느 날, 뜬금없이 목숨을 잃고 10년 전으로 회귀하고 만다.

‘내가 하고 싶은 게 뭐였지?’

내가 가장 행복하던 순간.
바로 아무 걱정 없이 맛있는 요리를 해먹는 순간이었다.

'이번 생은 내가 하고 싶은 것들을 하며 살아가겠어!'

요리비책과 함께 하는 행복한 생활!
보기만 해도 절로 침이 고이는 맛있는 요리들이 나를 기다린다!",,"판타지, 게임",209 회,"92,675","1,996",https://novel.munpia.com/177042
6162,선독점 튜토리얼이 너무 어렵다,gandara,"삶이 무료하던 어느 날.

눈 앞에 튜토리얼의 초대 메세지가 나타난다.

하필 헬 난이도를 선택한 이호재의

튜토리얼 탈출기.",,"퓨전, 현대판타지",433 회,"14,777,607","501,665",https://novel.munpia.com/71615
6163,선독점 유령이라 불리는 저격수,버저비터,"개방제자 방사춘은 어느 날 우연히 마교를 창시한 천마의 무공 천마신경을 얻는다.
그러나 비밀은 없다.
그에게 천마신경이 있다는 소문이 퍼지고 강호 무사들에게 쫓기다 종남산 낙일애로 떨어진다.
그리고 다시 깨어 난 곳이 서울역이다.",,"현대판타지, 퓨전",335 회,"2,371,312","53,804",https://novel.munpia.com/138637
